Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ
XÝch L©n Tô ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(9)	1	99999	10	0																						36	120	39	2									1877	1796	1897	1939	2256	2216	258	199	9	1674	1278	2	8
XÝch L©n Tô ThÇn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(10)	3	99999	10	0																						36	120	39	2									1877	1836	1897	2139	2256	2216	258	199	10	130		2	8
XÝch L©n Thõa Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(1)	1	99999	10	0																						36	120	39	6									1877	1776	1896	1939	1919	2216	259	200	1	1676	1278	2	8
XÝch L©n Thõa Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									1878	1816	1897	2119	2256	2216	259	200	2	1430	1278	2	8
XÝch L©n Thõa Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(3)	4	99999	10	0																						36	120	39	6									1877	1796	1896	1939	2256	2216	259	200	3	130		2	8
XÝch L©n Thõa Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									1878	1836	1897	2139	2256	2216	259	200	4	1430	1278	2	8
XÝch L©n Thõa Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1856	1896	2099	2256	2216	259	200	5	1677	1278	2	8
XÝch L©n Thõa Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									1878	1776	1896	1939	2156	2216	259	200	6	1430	2834	2	8
XÝch L©n Thõa Long TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									1978	1816	2059	2119	2258	2216	259	200	7	1430	130	2	8
XÝch L©n Thõa Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1796	1896	1939	2179	2216	259	200	8	1678	1278	2	8
XÝch L©n Thõa Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(9)	0	99999	10	0																						36	120	39	6									1877	1836	1897	2139	2256	2216	259	200	9	1430	1418	2	8
XÝch L©n Thõa Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(10)	2	99999	10	0																						36	120	39	6									1877	1856	1897	2099	2256	2216	259	200	10	130		2	8
XÝch L©n Gi¸ng Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	6									1877	1776	1896	1939	1919	2216	260	201	1	1680	1278	2	8
XÝch L©n Gi¸ng Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									1878	1816	1897	2119	2256	2216	260	201	2	1430	1278	2	8
XÝch L©n Gi¸ng Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	6									1877	1796	1896	1939	2256	2216	260	201	3	130		2	8
XÝch L©n Gi¸ng Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									1878	1836	1897	2139	2256	2216	260	201	4	1681	1278	2	8
XÝch L©n Gi¸ng Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1856	1896	2099	2256	2216	260	201	5	1430	1419	2	8
XÝch L©n Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									1878	1776	1896	1939	2156	2216	260	201	6	1430	2835	2	8
XÝch L©n Gi¸ng Long Bæng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									1958	1816	2000	2119	2241	2216	260	201	7	1430	130	2	8
XÝch L©n Gi¸ng Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									1878	1796	1896	1939	2179	2216	260	201	8	1430	1278	2	8
XÝch L©n Gi¸ng Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	6									1877	1836	1897	2139	2256	2216	260	201	9	1682	1278	2	8
XÝch L©n Gi¸ng Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	6									1877	1856	1897	2099	2256	2216	260	201	10	130		2	8
XÝch L©n Nhiªn Kh«n H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	7									1877	1776	1896	1939	1919	2216	261	202	1	1684	1278	2	8
XÝch L©n Nhiªn Kh«n Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									1878	1816	1897	2119	2256	2216	261	202	2	1430	1278	2	8
XÝch L©n Nhiªn Kh«n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	7									1877	1796	1896	1939	2256	2216	261	202	3	130		2	8
XÝch L©n Nhiªn Kh«n Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									1878	1836	1897	2139	2256	2216	261	202	4	1685	1278	2	8
XÝch L©n Nhiªn Kh«n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1856	1896	2099	2256	2216	261	202	5	1430	1420	2	8
XÝch L©n Nhiªn Kh«n Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									1878	1776	1896	1939	2156	2216	261	202	6	1430	2836	2	8
XÝch L©n Nhiªn Kh«n Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									1959	1816	2000	2119	2241	2216	261	202	7	1430	130	2	8
XÝch L©n Nhiªn Kh«n Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1796	1896	1939	2179	2216	261	202	8	1430	1278	2	8
XÝch L©n Nhiªn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	7									1877	1836	1897	2139	2256	2216	261	202	9	1686	1278	2	8
XÝch L©n Nhiªn Kh«n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	7									1877	1856	1897	2099	2256	2216	261	202	10	130		2	8
XÝch L©n To¹i Tinh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(1)	1	99999	10	0																						36	120	39	7									1877	1776	1896	1939	1919	2216	262	203	1	1688	1278	2	8
XÝch L©n To¹i Tinh Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	7									1878	1816	1897	2119	2256	2216	262	203	2	1430	1421	2	8
XÝch L©n To¹i Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(3)	4	99999	10	0																						36	120	39	7									1877	1796	1896	1939	2256	2216	262	203	3	130		2	8
XÝch L©n To¹i Tinh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	7									1878	1836	1897	2139	2256	2216	262	203	4	1689	1278	2	8
XÝch L©n To¹i Tinh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1856	1896	2099	2256	2216	262	203	5	1430	1278	2	8
XÝch L©n To¹i Tinh Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	7									1878	1776	1896	1939	2156	2216	262	203	6	1430	2837	2	8
XÝch L©n To¹i Tinh §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade26.spr	10	1	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	7									1977	1816	2059	2119	2258	2216	262	203	7	1430	130	2	8
XÝch L©n To¹i Tinh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1878	1796	1896	1939	2179	2216	262	203	8	1430	1278	2	8
XÝch L©n To¹i Tinh Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(9)	0	99999	10	0																						36	120	39	7									1877	1836	1897	2139	2256	2216	262	203	9	1690	1278	2	8
XÝch L©n To¹i Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp XÝch L©n(10)	2	99999	10	0																						36	120	39	7									1877	1856	1897	2099	2256	2216	262	203	10	130		2	8
XÝch L©n Tr­êng Sinh Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(1)	3	99999	10	0																						36	120	39	8									1877	1776	1896	2139	1919	2216	263	204	1	1692	1278	2	8
XÝch L©n Tr­êng Sinh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	8									1878	1816	1897	2099	2256	2216	263	204	2	1430	1278	2	8
XÝch L©n Tr­êng Sinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(3)	0	99999	10	0																						36	120	39	8									1877	1796	1896	1939	2256	2216	263	204	3	130		2	8
XÝch L©n Tr­êng Sinh Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	8									1878	1836	1897	2119	2256	2216	263	204	4	1430	1278	2	8
XÝch L©n Tr­êng Sinh Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash27.spr	33	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									1878	1856	1896	1939	2256	2216	263	204	5	1693	1278	2	8
XÝch L©n Tr­êng Sinh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	8									1878	1776	1896	2139	2156	2216	263	204	6	1430	2838	2	8
XÝch L©n Tr­êng Sinh KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									1977	1816	2079	2099	2258	2216	263	204	7	1430	130	2	8
XÝch L©n Tr­êng Sinh Lý	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	8									1878	1796	1896	1939	2179	2216	263	204	8	1694	1278	2	8
XÝch L©n Tr­êng Sinh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(9)	2	99999	10	0																						36	120	39	8									1877	1836	1897	2119	2256	2216	263	204	9	1430	1422	2	8
XÝch L©n Tr­êng Sinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp XÝch L©n(10)	1	99999	10	0																						36	120	39	8									1877	1856	1897	1939	2256	2216	263	204	10	130		2	8
XÝch L©n NhÞ Cæ Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	8									1877	1776	1896	2139	1919	2216	264	205	1	1696	1278	2	8
XÝch L©n NhÞ Cæ Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	8									1878	1816	1897	2099	2256	2216	264	205	2	1430	1278	2	8
XÝch L©n NhÞ Cæ Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	8									1877	1796	1896	1939	2256	2216	264	205	3	130		2	8
XÝch L©n NhÞ Cæ Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									1878	1836	1897	2119	2256	2216	264	205	4	1430	1423	2	8
XÝch L©n NhÞ Cæ Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									1878	1856	1896	1939	2256	2216	264	205	5	1697	1278	2	8
XÝch L©n NhÞ Cæ §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									1878	1776	1896	2139	2156	2216	264	205	6	1430	2839	2	8
XÝch L©n NhÞ Cæ KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									1958	1816	2000	2099	2241	2216	264	205	7	1430	130	2	8
XÝch L©n NhÞ Cæ Lý	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									1878	1796	1896	1939	2179	2216	264	205	8	1430	1278	2	8
XÝch L©n NhÞ Cæ Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	8									1877	1836	1897	2119	2256	2216	264	205	9	1698	1278	2	8
XÝch L©n NhÞ Cæ H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	8									1877	1856	1897	1939	2256	2216	264	205	10	130		2	8
XÝch L©n Cµn Viªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	9									1877	1776	1896	1939	1919	2216	265	206	1	1700	1278	2	8
XÝch L©n Cµn Viªn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									1878	1816	1897	2119	2256	2216	265	206	2	1430	1278	2	8
XÝch L©n Cµn Viªn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	9									1877	1796	1896	1939	2256	2216	265	206	3	130		2	8
XÝch L©n Cµn Viªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									1878	1836	1897	2139	2256	2216	265	206	4	1430	1424	2	8
XÝch L©n Cµn Viªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	33	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									1878	1856	1896	2099	2256	2216	265	206	5	1701	1278	2	8
XÝch L©n Cµn Viªn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									1878	1776	1896	1939	2156	2216	265	206	6	1430	2840	2	8
XÝch L©n Cµn Viªn §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									1959	1816	2000	2119	2241	2216	265	206	7	1430	130	2	8
XÝch L©n Cµn Viªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									1878	1796	1896	1939	2179	2216	265	206	8	1430	1278	2	8
XÝch L©n Cµn Viªn Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	9									1877	1836	1897	2139	2256	2216	265	206	9	1702	1278	2	8
XÝch L©n Cµn Viªn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	9									1877	1856	1897	2099	2256	2216	265	206	10	130		2	8
XÝch L©n Tr­êng Kh«ng Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(1)	3	99999	10	0																						36	120	39	9									1877	1776	1896	1939	1919	2216	266	207	1	1704	1278	2	8
XÝch L©n Tr­êng Kh«ng §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									1878	1816	1897	2119	2256	2216	266	207	2	1430	1278	2	8
XÝch L©n Tr­êng Kh«ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(3)	0	99999	10	0																						36	120	39	9									1877	1796	1896	1939	2256	2216	266	207	3	130		2	8
XÝch L©n Tr­êng Kh«ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									1878	1836	1897	2139	2256	2216	266	207	4	1430	1425	2	8
XÝch L©n Tr­êng Kh«ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									1878	1856	1896	2099	2256	2216	266	207	5	1705	1278	2	8
XÝch L©n Tr­êng Kh«ng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									1878	1776	1896	1939	2156	2216	266	207	6	1430	2841	2	8
XÝch L©n Tr­êng Kh«ng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword26.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp XÝch L©n(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									1978	1816	2079	2119	2258	2216	266	207	7	1430	130	2	8
